Year,Background,Index,Period_1_commu,Period_2_commu,Period_3_commu,Period_1_commu_internal,Period_2_commu_internal,Period_3_commu_internal
2017.0,communication,5502,,,,,,
2018.0,computer science,3203,,,29.0,,,3.0
2017.0,computer science,6742,,,38.0,,,
2017.0,education,5733,,,,,,
2017.0,business,5302,,,3.0,,,
2018.0,health care sciences & services,3769,,,226.0,,,
2018.0,education & educational research,4386,,,226.0,,,
2017.0,humanities,6349,,,25.0,,,
2018.0,communication,3995,,,25.0,,,
2016.0,computer science,8462,,,3.0,,,1.0
2018.0,psychology,4450,,,,,,
2018.0,business,4655,,,3.0,,,
2015.0,medical informatics,9276,,,1.0,,,
2019.0,computer science,401,,,,,,
2019.0,political science,2161,,,12.0,,,
2018.0,computer science,3447,,,4.0,,,
2017.0,ethics,5916,,,,,,
2017.0,computer science,6764,,,,,,
2018.0,computer science,3113,,,,,,
2018.0,environmental sciences,4216,,,82.0,,,3.0
2018.0,green & sustainable science & technology,3412,,,82.0,,,3.0
2018.0,area studies,3648,,,,,,
2018.0,behavioral sciences,5149,,,,,,
2015.0,psychology,8644,,,25.0,,,2.0
2017.0,psychiatry,5531,,,1.0,,,2.0
2016.0,humanities,8304,,,,,,
2017.0,environmental sciences,5953,,,,,,
2018.0,surgery,2893,,,,,,
2019.0,computer science,391,,,14.0,,,
2018.0,business,4278,,,3.0,,,
2018.0,communication,3611,,,25.0,,,
2019.0,criminology & penology,1424,,,10.0,,,3.0
2018.0,communication,3246,,,19.0,,,
2018.0,communication,3809,,,,,,
2017.0,communication,6015,,,48.0,,,
2017.0,communication,6548,,,54.0,,,2.0
2018.0,communication,4845,,,,,,
2017.0,computer science,5984,,,,,,
2017.0,communication,5481,,,,,,
2015.0,communication,9043,,,60.0,,,
2017.0,"public, environmental & occupational health",5342,,,1.0,,,
2017.0,computer science,6445,,,149.0,,,
2018.0,computer science,4489,,,,,,
2018.0,communication,3951,,,20.0,,,
2017.0,education & educational research,5219,,,8.0,,,
2019.0,communication,249,,,,,,
2017.0,communication,6129,,,,,,
2018.0,psychology,5100,,,,,,
2017.0,computer science,5799,,,,,,
2017.0,computer science,5449,,,,,,
2018.0,computer science,3637,,,12.0,,,
2018.0,psychology,4244,,,,,,
2018.0,communication,4250,,,,,,
2018.0,communication,4248,,,,,,
2017.0,chemistry,5860,,,,,,
2018.0,information science & library science,5009,,,,,,
2018.0,political science,4860,,,,,,
2017.0,computer science,6757,,,,,,
2019.0,linguistics,1480,,,80.0,,,
2018.0,computer science,4034,,,52.0,,,3.0
2018.0,computer science,5118,,,52.0,,,3.0
2014.0,communication,10303,,,25.0,,,
2018.0,political science,4376,,,114.0,,,
2018.0,engineering,4111,,,,,,
2016.0,computer science,8338,,,,,,
2018.0,computer science,3329,,,7.0,,,
2019.0,computer science,2271,,,,,,
2018.0,medical informatics,3608,,,35.0,,,
2018.0,health care sciences & services,3709,,,22.0,,,
2017.0,health care sciences & services,5225,,,22.0,,,
2018.0,allergy,3875,,,8.0,,,
2017.0,communication,5620,,,2.0,,,1.0
2019.0,computer science,2256,,,,,,
2018.0,communication,3870,,,,,,
2018.0,communication,4441,,,20.0,,,1.0
2018.0,computer science,3031,,,139.0,,,
2018.0,substance abuse,5030,,,1.0,,,
2017.0,communication,6824,,,,,,
2019.0,physics,1225,,,,,,
2017.0,medical informatics,5824,,,22.0,,,1.0
2018.0,medicine,3835,,,,,,
2017.0,computer science,5235,,,6.0,,,
2019.0,area studies,2324,,,,,,
2019.0,area studies,2325,,,,,,
2019.0,area studies,2326,,,,,,
2018.0,hospitality,4631,,,3.0,,,
2018.0,communication,4799,,,1.0,,,2.0
2017.0,political science,6628,,,,,,
2018.0,health care sciences & services,3278,,,50.0,,,
2018.0,health care sciences & services,3953,,,50.0,,,2.0
2016.0,psychology,7991,,,,,,
2018.0,computer science,4009,,,63.0,,,
2018.0,information science & library science,3672,,,16.0,,,
2018.0,computer science,3631,,,41.0,,,
2017.0,computer science,5806,,,,,,
2015.0,medicine,9651,,,,,,
2018.0,education & educational research,4897,,,,,,
2018.0,mathematics,3186,,,,,,
2018.0,computer science,4403,,,7.0,,,1.0
2018.0,computer science,5046,,,3.0,,,
2017.0,communication,6281,,,,,,
2018.0,communication,2871,,,,,,
2017.0,computer science,6198,,,9.0,,,
2018.0,chemistry,4092,,,,,,
2017.0,computer science,5850,,,144.0,,,
2016.0,business,8503,,,,,,
2015.0,multidisciplinary sciences,8866,,,,,,
2018.0,health care sciences & services,4371,,,1.0,,,
2018.0,health care sciences & services,4987,,,,,,
2018.0,communication,4898,,,,,,
2017.0,communication,5296,,,33.0,,,
2018.0,automation & control systems,4424,,,237.0,,,
2018.0,computer science,3620,,,,,,
2017.0,computer science,6337,,,9.0,,,
2015.0,engineering,9160,,,10.0,,,
2019.0,business,1158,,,4.0,,,1.0
2019.0,computer science,2212,,,4.0,,,3.0
2018.0,computer science,3373,,,,,,
2016.0,computer science,7169,,,,,,
2018.0,communication,3393,,,,,,
2017.0,computer science,6700,,,,,,
2018.0,communication,4266,,,42.0,,,18.0
2017.0,communication,6697,,,,,,
2017.0,mathematics,5963,,,1.0,,,3.0
2017.0,medical informatics,6387,,,54.0,,,
2018.0,computer science,4214,,,,,,
2017.0,multidisciplinary sciences,5160,,,1.0,,,
2019.0,computer science,1962,,,24.0,,,
2018.0,hospitality,4955,,,33.0,,,1.0
2018.0,physics,3477,,,,,,
2018.0,"public, environmental & occupational health",3880,,,129.0,,,
2018.0,computer science,3737,,,56.0,,,
2018.0,business,4415,,,,,,
2019.0,geography,1267,,,,,,
2018.0,computer science,4663,,,134.0,,,
2017.0,computer science,5764,,,,,,
2018.0,geography,4239,,,6.0,,,3.0
2017.0,multidisciplinary sciences,5574,,,,,,
2018.0,environmental sciences,3114,,,82.0,,,3.0
2018.0,computer science,3029,,,10.0,,,
2017.0,surgery,6283,,,8.0,,,2.0
2018.0,endocrinology & metabolism,3565,,,8.0,,,2.0
2018.0,microbiology,4088,,,,,,
2018.0,oceanography,4324,,,6.0,,,3.0
2017.0,communication,5933,,,,,,
2017.0,computer science,5315,,,,,,
2018.0,psychology,4173,,,221.0,,,
2018.0,psychology,4206,,,221.0,,,
2018.0,psychology,3743,,,12.0,,,
2019.0,computer science,2785,,,,,,
2017.0,communication,5457,,,,,,
2018.0,health care sciences & services,3047,,,17.0,,,2.0
2018.0,pharmacology & pharmacy,3912,,,17.0,,,
2018.0,geography,3263,,,6.0,,,
2017.0,computer science,5535,,,6.0,,,
2018.0,engineering,3073,,,,,,
2018.0,engineering,4066,,,,,,
2018.0,education,3390,,,,,,
2017.0,nursing,5656,,,,,,
2018.0,political science,3129,,,,,,
2018.0,computer science,3735,,,,,,
2018.0,computer science,4093,,,14.0,,,
2017.0,telecommunications,6169,,,,,,
2017.0,acoustics,5896,,,,,,
2018.0,ophthalmology,3293,,,8.0,,,
2018.0,social sciences,4188,,,,,,
2018.0,computer science,4270,,,12.0,,,
2019.0,computer science,2807,,,,,,
2019.0,substance abuse,431,,,13.0,,,
2018.0,psychology,4179,,,,,,
2017.0,orthopedics,6300,,,128.0,,,20.0
2017.0,cell & tissue engineering,5232,,,128.0,,,
2017.0,psychiatry,6022,,,,,,
2017.0,business,5279,,,,,,
2019.0,computer science,1386,,,,,,
2016.0,cultural studies,7850,,,,,,
2017.0,psychology,5864,,,30.0,,,2.0
2019.0,humanities,862,,,,,,
2019.0,business,2528,,,16.0,,,
2018.0,business,4515,,,16.0,,,
2018.0,linguistics,4116,,,18.0,,,
2018.0,computer science,4050,,,,,,
2018.0,computer science,4467,,,21.0,,,
2018.0,computer science,3204,,,5.0,,,
2018.0,psychology,4592,,,,,,
2019.0,computer science,2829,,,,,,
2018.0,computer science,2989,,,7.0,,,
2018.0,business,3510,,,3.0,,,1.0
2019.0,computer science,1727,,,177.0,,,
2014.0,computer science,9819,,,,,,
2017.0,geography,5918,,,6.0,,,3.0
2019.0,environmental studies,1533,,,,,,
2015.0,communication,9407,,,51.0,,,
2015.0,education & educational research,8791,,,,,,
2018.0,computer science,4970,,,,,,
2017.0,computer science,6382,,,,,,
2012.0,area studies,11323,,,,,,
2015.0,communication,9115,,,3.0,,,1.0
2018.0,"public, environmental & occupational health",3394,,,13.0,,,2.0
2017.0,hospitality,6866,,,,,,
2016.0,hospitality,8013,,,,,,
2018.0,psychology,3215,,,,,,
2019.0,urology & nephrology,1913,,,8.0,,,2.0
2017.0,obstetrics & gynecology,5261,,,22.0,,,
2017.0,"public, environmental & occupational health",5630,,,22.0,,,
2018.0,information science & library science,3788,,,,,,
2018.0,information science & library science,3026,,,4.0,,,1.0
2017.0,computer science,5209,,,,,,
2017.0,computer science,6726,,,,,,
2018.0,psychology,2948,,,15.0,,,
2019.0,health care sciences & services,3339,,,8.0,,,
2018.0,information science & library science,3273,,,3.0,,,
2017.0,engineering,5408,,,24.0,,,
2017.0,geography,5791,,,,,,
2017.0,psychiatry,5388,,,50.0,,,2.0
2018.0,psychiatry,3445,,,50.0,,,2.0
2018.0,mathematics,3354,,,,,,
2018.0,operations research & management science,3093,,,4.0,,,
2018.0,communication,3551,,,,,,
2018.0,multidisciplinary sciences,3929,,,,,,
2017.0,chemistry,5180,,,4.0,,,3.0
2018.0,computer science,4190,,,6.0,,,
2018.0,computer science,3760,,,83.0,,,
2016.0,computer science,8096,,,83.0,,,
2018.0,computer science,3337,,,83.0,,,
2018.0,information science & library science,3261,,,,,,
2017.0,geography,6991,,,,,,
2017.0,communication,6591,,,,,,
2018.0,computer science,5058,,,,,,
2012.0,computer science,11096,,,,,,
2017.0,ergonomics,5862,,,,,,
2017.0,engineering,6750,,,24.0,,,3.0
2017.0,telecommunications,6555,,,,,,
2015.0,psychology,8860,,,,,,
2018.0,psychology,4335,,,12.0,,,
2018.0,psychology,3619,,,12.0,,,
2017.0,computer science,6057,,,,,,
2019.0,psychology,2713,,,,,,
2019.0,psychology,2714,,,,,,
2016.0,communication,7676,,,,,,
2018.0,communication,3284,,,,,,
2017.0,communication,5482,,,,,,
2017.0,communication,5205,,,,,,
2019.0,computer science,984,,,,,,
2017.0,business,6541,,,,,,
2019.0,communication,2346,,,,,,
2018.0,communication,5002,,,2.0,,,1.0
2019.0,communication,1950,,,,,,
2017.0,sociology,5624,,,107.0,,,
2018.0,computer science,4071,,,85.0,,,
2017.0,education & educational research,5973,,,,,,
2018.0,communication,2919,,,109.0,,,
2018.0,communication,2920,,,,,,
2017.0,psychiatry,5841,,,1.0,,,
2016.0,health care sciences & services,7803,,,,,,
2018.0,computer science,3653,,,14.0,,,1.0
2019.0,hospitality,1359,,,3.0,,,
2019.0,"public, environmental & occupational health",1672,,,,,,
2018.0,chemistry,3827,,,,,,
2017.0,computer science,5464,,,36.0,,,
2017.0,"public, environmental & occupational health",6350,,,240.0,,,63.0
2017.0,computer science,5580,,,7.0,,,
2018.0,social sciences,3327,,,,,,
2016.0,geography,8372,,,,,,
2016.0,social sciences,7416,,,34.0,,,
2017.0,green & sustainable science & technology,5348,,,34.0,,,
2018.0,computer science,4402,,,,,,
2017.0,computer science,5767,,,12.0,,,1.0
2016.0,psychology,8001,,,,,,
2018.0,environmental studies,4310,,,,,,
2018.0,computer science,2963,,,,,,
2016.0,computer science,8296,,,14.0,,,
2018.0,health care sciences & services,3495,,,43.0,,,
2017.0,communication,6683,,,25.0,,,
2018.0,multidisciplinary sciences,4038,,,6.0,,,3.0
2017.0,computer science,5942,,,14.0,,,1.0
2019.0,sociology,1026,,,167.0,,,
2019.0,sociology,1027,,,167.0,,,
2018.0,psychology,4131,,,,,,
2018.0,computer science,4431,,,4.0,,,3.0
2017.0,medicine,5590,,,,,,
2017.0,information science & library science,5419,,,98.0,,,
2017.0,computer science,5673,,,,,,
2018.0,psychology,3502,,,,,,
2016.0,computer science,7149,,,38.0,,,
2018.0,computer science,3607,,,38.0,,,
2017.0,medicine,6449,,,13.0,,,
2018.0,humanities,4636,,,223.0,,,
2018.0,computer science,3470,,,,,,
2017.0,computer science,6784,,,,,,
2018.0,chemistry,3413,,,,,,
2017.0,economics,6935,,,,,,
2018.0,"public, environmental & occupational health",4238,,,28.0,,,2.0
2017.0,linguistics,6758,,,,,,
2016.0,political science,7349,,,,,,
2017.0,information science & library science,6571,,,12.0,,,
2016.0,engineering,7765,,,125.0,,,
2018.0,multidisciplinary sciences,4056,,,37.0,,,
2018.0,communication,2987,,,23.0,,,
2017.0,business,5685,,,,,,
2018.0,hospitality,4142,,,185.0,,,
2014.0,"public, environmental & occupational health",10420,,,,,,
2018.0,transportation science & technology,3964,,,,,,
2018.0,substance abuse,3360,,,30.0,,,
2017.0,substance abuse,5353,,,30.0,,,
2018.0,communication,5044,,,,,,
2019.0,communication,1988,,,,,,
2018.0,geography,4086,,,89.0,,,3.0
2019.0,information science & library science,746,,,4.0,,,
2017.0,education & educational research,5338,,,,,,
2018.0,health care sciences & services,4133,,,59.0,,,
2018.0,psychiatry,4084,,,,,,
2019.0,computer science,2213,,,225.0,,,
2018.0,computer science,3523,,,225.0,,,
2017.0,dentistry,5639,,,145.0,,,
2017.0,computer science,6188,,,,,,
2017.0,multidisciplinary sciences,5817,,,6.0,,,3.0
2018.0,computer science,5014,,,,,,
2017.0,radiology,6095,,,,,,
2015.0,linguistics,9524,,,,,,
2018.0,linguistics,3712,,,18.0,,,
2018.0,international relations,3075,,,,,,
2018.0,multidisciplinary sciences,4457,,,,,,
2018.0,psychology,5101,,,,,,
2018.0,computer science,5048,,,4.0,,,3.0
2018.0,business,3356,,,,,,
2017.0,medicine,5453,,,22.0,,,1.0
2018.0,"public, environmental & occupational health",4377,,,22.0,,,
2018.0,substance abuse,3717,,,22.0,,,2.0
2018.0,psychiatry,3069,,,,,,
2018.0,health care sciences & services,3243,,,70.0,,,
2018.0,computer science,5066,,,17.0,,,
2018.0,computer science,3702,,,,,,
2018.0,computer science,4876,,,,,,
2018.0,health care sciences & services,3053,,,,,,
2018.0,ecology,3386,,,6.0,,,3.0
2017.0,communication,6179,,,,,,
2018.0,information science & library science,5008,,,,,,
2018.0,information science & library science,5080,,,7.0,,,
2018.0,obstetrics & gynecology,4662,,,22.0,,,
2018.0,medicine,4966,,,,,,
2014.0,cardiac & cardiovascular systems,10076,,,,,,
2018.0,business,3991,,,,,,
2017.0,automation & control systems,5512,,,,,,
2017.0,computer science,5609,,,,,,
2018.0,"public, environmental & occupational health",4164,,,54.0,,,1.0
2017.0,pharmacology & pharmacy,6825,,,54.0,,,
2018.0,computer science,3057,,,7.0,,,
2018.0,computer science,3610,,,127.0,,,
2017.0,business,5352,,,3.0,,,1.0
2017.0,computer science,6575,,,,,,
2018.0,management,4883,,,,,,
2019.0,computer science,2272,,,,,,
2019.0,computer science,2664,,,6.0,,,
2015.0,geosciences,8714,,,6.0,,,3.0
2019.0,information science & library science,2268,,,4.0,,,
2016.0,computer science,7639,,,,,,
2019.0,computer science,2029,,,111.0,,,
2018.0,computer science,4591,,,38.0,,,
2019.0,family studies,2071,,,,,,
2017.0,engineering,6007,,,,,,
2015.0,communication,8719,,,,,,
2017.0,business,6206,,,3.0,,,
2018.0,education & educational research,3916,,,,,,
2018.0,communication,4187,,,,,,
2018.0,biochemical research methods,3764,,,,,,
2014.0,communication,10393,,,,,,
2018.0,audiology & speech-language pathology,5057,,,103.0,,,
2019.0,communication,662,,,,,,
2018.0,communication,5042,,,20.0,,,1.0
2018.0,business,5005,,,48.0,,,
2018.0,business,5074,,,,,,
2018.0,computer science,4937,,,,,,
2018.0,economics,4561,,,,,,
2018.0,oncology,2853,,,,,,
2018.0,medicine,3222,,,,,,
2018.0,oncology,4150,,,33.0,,,
2017.0,social sciences,6050,,,33.0,,,
2018.0,gastroenterology & hepatology,4858,,,,,,
2017.0,computer science,5326,,,186.0,,,1.0
2017.0,computer science,5599,,,186.0,,,
2018.0,computer science,4018,,,,,,
2017.0,humanities,6912,,,,,,
2016.0,automation & control systems,7618,,,,,,
2017.0,automation & control systems,5185,,,,,,
2018.0,computer science,4254,,,4.0,,,
2014.0,business,10273,,,,,,
2016.0,computer science,7936,,,,,,
2017.0,social sciences,6597,,,,,,
2015.0,sociology,8741,,,,,,
2018.0,physics,3489,,,,,,
2017.0,psychology,5567,,,,,,
2019.0,computer science,2020,,,12.0,,,
2018.0,communication,3817,,,15.0,,,
2019.0,communication,2552,,,,,,
2018.0,computer science,2981,,,134.0,,,
2019.0,clinical neurology,2145,,,,,,
2018.0,computer science,4369,,,9.0,,,
2018.0,computer science,3513,,,9.0,,,
2019.0,computer science,2023,,,204.0,,,
2015.0,"public, environmental & occupational health",9712,,,,,,
2018.0,multidisciplinary sciences,3334,,,1.0,,,
2018.0,business,3479,,,3.0,,,
2018.0,computer science,3056,,,12.0,,,1.0
2019.0,construction & building technology,2260,,,,,,
2016.0,computer science,7292,,,,,,
2018.0,political science,4312,,,2.0,,,1.0
2019.0,law,2624,,,,,,
2018.0,health care sciences & services,4462,,,,,,
2017.0,anthropology,5339,,,,,,
2015.0,cultural studies,9442,,,,,,
2018.0,computer science,5107,,,,,,
2018.0,computer science,3099,,,6.0,,,
2019.0,chemistry,2191,,,,,,
2018.0,communication,4237,,,,,,
2018.0,computer science,4444,,,,,,
2018.0,pharmacology & pharmacy,3943,,,17.0,,,
2017.0,pharmacology & pharmacy,6011,,,17.0,,,2.0
2017.0,pharmacology & pharmacy,6394,,,148.0,,,
2018.0,mathematical & computational biology,3756,,,,,,
2018.0,health care sciences & services,4240,,,,,,
2018.0,cardiac & cardiovascular systems,3095,,,,,,
2017.0,communication,5429,,,,,,
2018.0,business,4210,,,,,,
2017.0,computer science,5731,,,,,,
2018.0,computer science,3732,,,,,,
2017.0,business,6692,,,,,,
2018.0,psychology,4208,,,,,,
2018.0,health care sciences & services,4275,,,,,,
2018.0,health care sciences & services,4113,,,,,,
2018.0,communication,3342,,,,,,
2018.0,computer science,3791,,,,,,
2018.0,communication,4145,,,,,,
2017.0,communication,6210,,,246.0,,,60.0
2018.0,medicine,4836,,,,,,
2018.0,audiology & speech-language pathology,5064,,,,,,
2018.0,computer science,4288,,,4.0,,,
2018.0,"public, environmental & occupational health",4162,,,20.0,,,49.0
2017.0,communication,6141,,,,,,
2017.0,multidisciplinary sciences,5327,,,5.0,,,
2016.0,computer science,7780,,,,,,
2018.0,biochemical research methods,3763,,,,,,
2016.0,information science & library science,7981,,,,,,
2016.0,law,7396,,,,,,
2018.0,management,4934,,,,,,
2017.0,psychology,5255,,,,,,
2016.0,business,7689,,,98.0,,,
2017.0,computer science,6570,,,98.0,,,
2016.0,computer science,8385,,,,,,
2015.0,political science,8669,,,2.0,,,
2017.0,computer science,6155,,,,,,
2019.0,computer science,407,,,,,,
2018.0,dentistry,4463,,,,,,
2018.0,computer science,4789,,,,,,
2018.0,engineering,2875,,,24.0,,,3.0
2018.0,computer science,3063,,,14.0,,,1.0
2019.0,education,2062,,,,,,
2018.0,education,3739,,,,,,
2018.0,political science,5081,,,,,,
2018.0,health care sciences & services,3796,,,54.0,,,
2018.0,multidisciplinary sciences,4055,,,9.0,,,
2014.0,computer science,9946,,,85.0,,,
2018.0,endocrinology & metabolism,5321,,,,,,
2018.0,social sciences,3917,,,,,,
2018.0,computer science,4325,,,32.0,,,
2019.0,political science,2317,,,,,,
2018.0,psychology,3651,,,97.0,,,
2018.0,hospitality,4599,,,33.0,,,1.0
2017.0,communication,6538,,,,,,
2017.0,medicine,5839,,,8.0,,,2.0
2015.0,communication,9129,,,,,,
2018.0,"public, environmental & occupational health",3004,,,,,,
2018.0,computer science,4396,,,21.0,,,
2014.0,literature,9803,,,,,,
2017.0,area studies,5672,,,,,,
2017.0,education & educational research,6621,,,,,,
2018.0,communication,4318,,,4.0,,,
2017.0,communication,6716,,,222.0,,,
2018.0,business,5028,,,134.0,,,
2019.0,computer science,1887,,,,,,
2018.0,communication,5115,,,,,,
2016.0,computer science,7486,,,5.0,,,
2018.0,medicine,3933,,,,,,
2018.0,psychology,4320,,,,,,
2017.0,social sciences,5286,,,,,,
2018.0,environmental studies,4453,,,3.0,,,
2015.0,public administration,8925,,,,,,
2017.0,"public, environmental & occupational health",6108,,,17.0,,,2.0
2018.0,computer science,4916,,,,,,
2017.0,medicine,5525,,,209.0,,,41.0
2018.0,communication,4785,,,,,,
2016.0,communication,8254,,,2.0,,,
2018.0,political science,3686,,,2.0,,,
2016.0,psychology,8277,,,,,,
2017.0,computer science,5732,,,14.0,,,
2018.0,communication,4683,,,,,,
2017.0,history,6514,,,,,,
2016.0,law,8135,,,,,,
2017.0,"public, environmental & occupational health",5969,,,,,,
2012.0,nursing,11185,,,,,,
2018.0,green & sustainable science & technology,3531,,,,,,
2018.0,nursing,5140,,,249.0,,,
2018.0,geography,4572,,,4.0,,,
2018.0,computer science,5079,,,107.0,,,
2018.0,psychology,2940,,,66.0,,,15.0
2019.0,computer science,1382,,,,,,
2018.0,management,4303,,,,,,
2018.0,"public, environmental & occupational health",4161,,,,,,
2018.0,computer science,3008,,,74.0,,,
2019.0,computer science,2781,,,,,,
2018.0,automation & control systems,4787,,,,,,
2018.0,otorhinolaryngology,3572,,,,,,
2017.0,communication,7005,,,,,,
2016.0,medicine,7594,,,,,,
2018.0,automation & control systems,4417,,,14.0,,,
2016.0,nursing,7225,,,,,,
2018.0,computer science,3676,,,,,,
2018.0,computer science,3098,,,16.0,,,
2018.0,computer science,3375,,,,,,
2017.0,entomology,5645,,,,,,
2018.0,communication,3592,,,,,,
2018.0,information science & library science,3789,,,,,,
2019.0,business,2032,,,,,,
2019.0,communication,2790,,,141.0,,,
2019.0,obstetrics & gynecology,1920,,,22.0,,,
2019.0,biotechnology & applied microbiology,1052,,,22.0,,,
2018.0,health care sciences & services,3383,,,22.0,,,
2018.0,medical informatics,3486,,,35.0,,,
2016.0,theater,7646,,,,,,
2018.0,political science,4263,,,2.0,,,1.0
2018.0,business,4821,,,10.0,,,
2019.0,substance abuse,2757,,,13.0,,,2.0
2018.0,substance abuse,3369,,,13.0,,,2.0
2018.0,mathematics,3694,,,,,,
2019.0,geosciences,2263,,,4.0,,,
2018.0,hospitality,4891,,,3.0,,,
2015.0,computer science,8582,,,38.0,,,5.0
2018.0,computer science,4020,,,,,,
2019.0,biodiversity conservation,2655,,,6.0,,,
2017.0,information science & library science,6767,,,,,,
2016.0,computer science,8391,,,,,,
2018.0,social sciences,4057,,,,,,
2019.0,computer science,2111,,,6.0,,,
2019.0,computer science,1915,,,81.0,,,
2019.0,computer science,1917,,,,,,
2019.0,computer science,1916,,,,,,
2017.0,"public, environmental & occupational health",5201,,,,,,
2017.0,business,6315,,,,,,
2018.0,computer science,5035,,,,,,
2016.0,cultural studies,7962,,,,,,
2015.0,area studies,9609,,,,,,
2018.0,computer science,4917,,,9.0,,,
2017.0,urban studies,6841,,,,,,
2017.0,"public, environmental & occupational health",5853,,,,,,
2018.0,business,3480,,,,,,
2018.0,psychology,3475,,,,,,
2019.0,computer science,1488,,,,,,
2014.0,multidisciplinary sciences,10432,,,,,,
2018.0,communication,3527,,,10.0,,,
2018.0,computer science,3518,,,9.0,,,4.0
2018.0,linguistics,3487,,,,,,
2017.0,computer science,6215,,,2.0,,,
2019.0,business,801,,,7.0,,,
2018.0,computer science,4611,,,,,,
2018.0,chemistry,3687,,,4.0,,,
2017.0,environmental studies,5938,,,4.0,,,
2018.0,geosciences,3895,,,4.0,,,
2018.0,information science & library science,3787,,,87.0,,,
2019.0,computer science,1829,,,12.0,,,
2018.0,geography,3977,,,6.0,,,3.0
2018.0,communication,5036,,,25.0,,,
2016.0,computer science,7884,,,,,,
2018.0,biochemical research methods,3400,,,,,,
2017.0,computer science,6789,,,,,,
2017.0,art,6636,,,,,,
2018.0,computer science,3535,,,17.0,,,
2018.0,business,4746,,,,,,
2018.0,computer science,3441,,,10.0,,,3.0
2017.0,communication,6729,,,,,,
2018.0,computer science,3956,,,,,,
2017.0,green & sustainable science & technology,5191,,,29.0,,,
2018.0,plant sciences,4115,,,6.0,,,
2018.0,information science & library science,5024,,,57.0,,,
2018.0,computer science,5016,,,57.0,,,
2018.0,psychology,3448,,,66.0,,,
2017.0,business,6724,,,,,,
2017.0,social sciences,5166,,,,,,
2017.0,statistics & probability,6723,,,1.0,,,
2017.0,multidisciplinary sciences,6380,,,1.0,,,
2018.0,environmental studies,3385,,,6.0,,,3.0
2018.0,multidisciplinary sciences,3154,,,,,,
2018.0,computer science,3082,,,242.0,,,
2018.0,computer science,3983,,,,,,
2017.0,psychology,6253,,,,,,
2018.0,psychology,2946,,,,,,
2018.0,computer science,4349,,,,,,
2018.0,computer science,3166,,,2.0,,,
2016.0,communication,7266,,,,,,
2018.0,computer science,3500,,,7.0,,,
2018.0,psychology,4337,,,5.0,,,
2019.0,geriatrics & gerontology,1525,,,,,,
2016.0,history,8040,,,,,,
2018.0,business,4506,,,20.0,,,
2018.0,business,4507,,,,,,
2019.0,environmental sciences,2727,,,,,,
2017.0,computer science,6084,,,,,,
2018.0,communication,3614,,,,,,
2018.0,computer science,4276,,,,,,
2019.0,computer science,1715,,,115.0,,,3.0
2019.0,economics,1671,,,3.0,,,
2016.0,"public, environmental & occupational health",8104,,,9.0,,,2.0
2016.0,education & educational research,8273,,,,,,
2019.0,psychology,1732,,,,,,
2017.0,computer science,6205,,,,,,
2019.0,computer science,2778,,,242.0,,,
2017.0,computer science,6492,,,,,,
2017.0,communication,5843,,,,,,
2019.0,computer science,1373,,,,,,
2019.0,computer science,2823,,,,,,
2018.0,computer science,3443,,,76.0,,,
2017.0,endocrinology & metabolism,5743,,,,,,
2018.0,psychology,3024,,,117.0,,,
2018.0,geography,3938,,,89.0,,,
2018.0,geochemistry & geophysics,2873,,,89.0,,,3.0
2019.0,computer science,163,,,144.0,,,
2019.0,business,1902,,,3.0,,,
2018.0,otorhinolaryngology,3733,,,8.0,,,2.0
2018.0,orthopedics,4294,,,8.0,,,2.0
2017.0,computer science,6405,,,,,,
2017.0,business,5664,,,,,,
2017.0,communication,5258,,,12.0,,,
2018.0,health care sciences & services,3332,,,22.0,,,
2018.0,social sciences,4040,,,2.0,,,
2019.0,communication,2279,,,17.0,,,
2018.0,computer science,4685,,,43.0,,,
2018.0,education & educational research,4800,,,16.0,,,
2018.0,education & educational research,4890,,,16.0,,,
2016.0,computer science,8521,,,,,,
2018.0,business,2881,,,3.0,,,
2017.0,business,6933,,,,,,
2018.0,"public, environmental & occupational health",2998,,,,,,
2019.0,business,2142,,,,,,
2017.0,communication,6657,,,,,,
2018.0,computer science,5059,,,,,,
2016.0,social work,7826,,,,,,
2017.0,computer science,6655,,,,,,
2018.0,business,4271,,,,,,
2018.0,computer science,4737,,,,,,
2018.0,computer science,4448,,,5.0,,,
2018.0,computer science,2906,,,,,,
2018.0,communication,3218,,,,,,
2016.0,multidisciplinary sciences,8010,,,7.0,,,1.0
2018.0,computer science,4117,,,,,,
2018.0,oncology,5335,,,,,,
2017.0,multidisciplinary sciences,6480,,,,,,
2018.0,psychology,3041,,,42.0,,,
2017.0,computer science,5444,,,189.0,,,
2016.0,medicine,7413,,,,,,
2017.0,communication,6323,,,,,,
2017.0,communication,6782,,,,,,
2019.0,communication,1448,,,,,,
2018.0,criminology & penology,4933,,,20.0,,,
2017.0,psychology,5734,,,2.0,,,1.0
2018.0,communication,3435,,,132.0,,,
2019.0,cultural studies,705,,,,,,
2018.0,communication,4783,,,,,,
2018.0,health care sciences & services,3986,,,,,,
2018.0,substance abuse,4796,,,,,,
2018.0,computer science,4198,,,,,,
2015.0,psychology,9179,,,,,,
2018.0,dentistry,5145,,,8.0,,,14.0
2017.0,surgery,5218,,,8.0,,,
2018.0,dermatology,3898,,,8.0,,,14.0
2019.0,clinical neurology,2234,,,,,,
