Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
1040,management,2019.0,3.0,,,59.0
2225,communication,2019.0,3.0,,,15.0
2434,communication,2019.0,3.0,,,15.0
7036,communication,2016.0,3.0,,,32.0
8675,psychology,2015.0,3.0,,,47.0
288,linguistics,2020.0,4.0,,,
1964,oncology,2019.0,3.0,,,
3799,communication,2018.0,3.0,,,7.0
5272,education & educational research,2017.0,3.0,,,239.0
9576,health care sciences & services,2015.0,3.0,,,46.0
6066,business,2017.0,3.0,,,34.0
8552,communication,2016.0,3.0,,,15.0
1577,computer science,2019.0,3.0,,,
1271,political science,2019.0,3.0,,,7.0
5672,area studies,2017.0,3.0,,,12.0
5998,communication,2017.0,3.0,,,7.0
9468,psychology,2015.0,3.0,,,98.0
4682,communication,2018.0,3.0,,,4.0
9136,psychology,2015.0,3.0,,,4.0
3673,substance abuse,2018.0,3.0,,,23.0
8518,communication,2016.0,3.0,,,17.0
9630,business,2015.0,3.0,,,1.0
4264,communication,2018.0,3.0,,,59.0
3585,psychology,2018.0,3.0,,,
3868,ethics,2018.0,3.0,,,
3461,communication,2018.0,3.0,,,4.0
6135,education & educational research,2017.0,3.0,,,43.0
6046,psychology,2017.0,3.0,,,4.0
8434,communication,2016.0,3.0,,,49.0
6045,psychology,2017.0,3.0,,,4.0
2285,communication,2019.0,3.0,,,4.0
2545,communication,2019.0,3.0,,,12.0
6227,political science,2017.0,3.0,,,30.0
6986,psychology,2017.0,3.0,,,15.0
9444,communication,2015.0,3.0,,,30.0
1609,communication,,,,,32.0
3613,communication,2018.0,3.0,,,184.0
6915,audiology & speech-language pathology,2017.0,3.0,,,154.0
9000,psychology,2015.0,3.0,,,4.0
1440,education & educational research,2019.0,3.0,,,105.0
2516,communication,2019.0,3.0,,,96.0
4866,"public, environmental & occupational health",2018.0,3.0,,,42.0
1383,computer science,2019.0,3.0,,,153.0
7080,health policy & services,2016.0,3.0,,,225.0
9327,health care sciences & services,2015.0,3.0,,,225.0
8152,communication,2016.0,3.0,,,
2975,communication,2018.0,3.0,,,1.0
4840,communication,2018.0,3.0,,,104.0
3916,education & educational research,2018.0,3.0,,,43.0
4930,communication,2018.0,3.0,,,43.0
5845,education & educational research,2017.0,3.0,,,
6714,education & educational research,2017.0,3.0,,,43.0
8970,psychology,2015.0,3.0,,,43.0
7412,communication,2016.0,3.0,,,22.0
3488,medical informatics,2018.0,3.0,,,169.0
4058,medical informatics,2018.0,3.0,,,169.0
4178,health care sciences & services,2018.0,3.0,,,169.0
9137,psychology,2015.0,3.0,,,2.0
338,computer science,2019.0,3.0,,,
3870,communication,2018.0,3.0,,,7.0
7971,communication,2016.0,3.0,,,4.0
10412,psychology,2014.0,2.0,,,
5014,computer science,2018.0,3.0,,,179.0
9026,psychology,2015.0,3.0,,,97.0
227,computer science,2019.0,3.0,,,39.0
474,psychology,2019.0,3.0,,,21.0
1251,communication,2019.0,3.0,,,39.0
1442,communication,2019.0,3.0,,,39.0
5052,area studies,2018.0,3.0,,,39.0
2553,communication,2019.0,3.0,,,46.0
5808,information science & library science,2017.0,3.0,,,17.0
921,psychology,2019.0,3.0,,,
6323,communication,2017.0,3.0,,,12.0
5373,psychology,2017.0,3.0,,,12.0
1809,economics,2019.0,3.0,,,21.0
6782,communication,2017.0,3.0,,,22.0
986,health care sciences & services,2019.0,3.0,,,68.0
2950,psychology,2018.0,3.0,,,4.0
5500,environmental studies,2017.0,3.0,,,47.0
7099,psychology,2016.0,3.0,,,47.0
3871,engineering,2018.0,3.0,,,8.0
2386,health care sciences & services,2019.0,3.0,,,232.0
7564,psychology,2016.0,3.0,,,24.0
6905,communication,2017.0,3.0,,,4.0
1366,communication,2019.0,3.0,,,7.0
156,communication,2019.0,3.0,,,7.0
6871,communication,2017.0,3.0,,,32.0
8512,communication,2016.0,3.0,,,7.0
9783,information science & library science,2015.0,3.0,,,77.0
4847,communication,2018.0,3.0,,,7.0
7463,psychology,2016.0,3.0,,,57.0
1104,communication,2019.0,3.0,,,41.0
2447,communication,2019.0,3.0,,,7.0
5247,political science,2017.0,3.0,,,7.0
5359,information science & library science,2017.0,3.0,,,7.0
5465,communication,2017.0,3.0,,,41.0
6831,communication,2017.0,3.0,,,7.0
7126,business,2016.0,3.0,,,7.0
8244,communication,2016.0,3.0,,,14.0
9721,political science,2015.0,3.0,,,7.0
767,communication,2020.0,4.0,,,21.0
2714,psychology,2019.0,3.0,,,4.0
794,computer science,2019.0,3.0,,,11.0
5063,environmental sciences,2018.0,3.0,,,23.0
8477,psychology,2016.0,3.0,,,47.0
6562,health care sciences & services,2017.0,3.0,,,24.0
7542,cultural studies,2016.0,3.0,,,
3675,computer science,2018.0,3.0,,,6.0
5973,education & educational research,2017.0,3.0,,,57.0
8238,communication,2016.0,3.0,,,17.0
4586,psychology,2018.0,3.0,,,9.0
4544,communication,2018.0,3.0,,,12.0
5002,communication,2018.0,3.0,,,7.0
1042,business,2019.0,3.0,,,17.0
445,psychology,2019.0,3.0,,,
240,psychology,2019.0,3.0,,,6.0
2395,communication,2019.0,3.0,,,63.0
890,computer science,2019.0,3.0,,,63.0
4686,education & educational research,2018.0,3.0,,,100.0
1711,communication,2019.0,3.0,,,30.0
7215,communication,2016.0,3.0,,,33.0
1187,cultural studies,,,,,113.0
2242,"public, environmental & occupational health",2019.0,3.0,,,17.0
5480,psychology,2017.0,3.0,,,4.0
4261,cultural studies,2018.0,3.0,,,4.0
2268,information science & library science,2019.0,3.0,,,155.0
344,communication,,,,,
6634,communication,2017.0,3.0,,,7.0
2811,nutrition & dietetics,2019.0,3.0,,,4.0
8082,business,2016.0,3.0,,,
2332,multidisciplinary sciences,2019.0,3.0,,,73.0
3199,psychology,2018.0,3.0,,,1.0
4354,communication,2018.0,3.0,,,51.0
5026,computer science,2018.0,3.0,,,
7706,psychology,2016.0,3.0,,,59.0
450,sociology,2019.0,3.0,,,104.0
4953,education & educational research,2018.0,3.0,,,43.0
973,psychology,2019.0,3.0,,,4.0
408,oncology,2019.0,3.0,,,
6513,"public, environmental & occupational health",2017.0,3.0,,,33.0
5416,pediatrics,2017.0,3.0,,,48.0
773,communication,2020.0,4.0,,,30.0
1923,computer science,2019.0,3.0,,,5.0
2443,communication,2019.0,3.0,,,15.0
2961,computer science,2018.0,3.0,,,65.0
3931,communication,2018.0,3.0,,,7.0
5263,information science & library science,2017.0,3.0,,,34.0
6699,information science & library science,2017.0,3.0,,,10.0
6703,communication,2017.0,3.0,,,10.0
5871,social sciences,2017.0,3.0,,,35.0
2500,communication,2019.0,3.0,,,30.0
2799,communication,2019.0,3.0,,,64.0
2321,anthropology,2019.0,3.0,,,324.0
1046,computer science,,,,,113.0
3491,communication,2018.0,3.0,,,136.0
1398,hospitality,2019.0,3.0,,,4.0
5528,communication,2017.0,3.0,,,32.0
325,communication,,,,,30.0
5214,psychology,2017.0,3.0,,,7.0
2997,communication,2018.0,3.0,,,98.0
820,health care sciences & services,2019.0,3.0,,,42.0
2998,"public, environmental & occupational health",2018.0,3.0,,,61.0
5055,gerontology,2018.0,3.0,,,61.0
4908,communication,2018.0,3.0,,,
5971,business,2017.0,3.0,,,1.0
1159,criminology & penology,2019.0,3.0,,,104.0
786,psychology,,,,,
6599,"public, environmental & occupational health",2017.0,3.0,,,8.0
3277,health care sciences & services,2018.0,3.0,,,48.0
5997,health care sciences & services,2017.0,3.0,,,8.0
124,business,2019.0,3.0,,,
578,sociology,2019.0,3.0,,,26.0
821,psychology,2019.0,3.0,,,228.0
4175,psychology,2018.0,3.0,,,7.0
4928,hospitality,2018.0,3.0,,,96.0
1326,communication,2019.0,3.0,,,30.0
4796,substance abuse,2018.0,3.0,,,16.0
1693,nursing,2019.0,3.0,,,
1614,business,2019.0,3.0,,,41.0
1302,psychiatry,2019.0,3.0,,,61.0
3558,psychiatry,2018.0,3.0,,,61.0
4988,communication,2018.0,3.0,,,110.0
2691,communication,2019.0,3.0,,,21.0
3130,communication,2018.0,3.0,,,79.0
1048,computer science,2019.0,3.0,,,50.0
3674,environmental studies,2018.0,3.0,,,47.0
287,linguistics,2020.0,4.0,,,76.0
340,psychology,2020.0,4.0,,,4.0
6246,communication,2017.0,3.0,,,40.0
3380,communication,2018.0,3.0,,,118.0
4980,communication,2018.0,3.0,,,15.0
1777,communication,2019.0,3.0,,,7.0
220,criminology & penology,2019.0,3.0,,,29.0
1083,computer science,2019.0,3.0,,,57.0
2550,communication,2019.0,3.0,,,30.0
1529,engineering,2019.0,3.0,,,
3818,communication,2018.0,3.0,,,12.0
4886,business,2018.0,3.0,,,13.0
2161,political science,2019.0,3.0,,,12.0
2230,computer science,2019.0,3.0,,,11.0
807,communication,2020.0,4.0,,,48.0
2403,political science,2019.0,3.0,,,
3743,psychology,2018.0,3.0,,,48.0
5993,psychology,2017.0,3.0,,,89.0
147,communication,2019.0,3.0,,,15.0
5575,psychology,2017.0,3.0,,,4.0
2251,psychology,2019.0,3.0,,,63.0
7631,geography,2016.0,3.0,,,14.0
1092,remote sensing,2019.0,3.0,,,14.0
739,physics,2019.0,3.0,,,9.0
439,urban studies,2019.0,3.0,,,
8289,rheumatology,2016.0,3.0,,,
4428,health care sciences & services,2018.0,3.0,,,16.0
5896,acoustics,2017.0,3.0,,,16.0
4398,law,2018.0,3.0,,,
11099,chemistry,2012.0,2.0,,,
3400,biochemical research methods,2018.0,3.0,,,8.0
2134,multidisciplinary sciences,2019.0,3.0,,,11.0
2059,psychology,2019.0,3.0,,,
352,telecommunications,2020.0,4.0,,,48.0
2377,computer science,2019.0,3.0,,,48.0
7017,social sciences,2016.0,3.0,,,12.0
9381,telecommunications,2015.0,3.0,,,
10863,telecommunications,2013.0,2.0,,,
10865,telecommunications,2013.0,2.0,,,87.0
11124,computer science,2012.0,2.0,,,
2245,computer science,2019.0,3.0,,,5.0
4098,computer science,2018.0,3.0,,,5.0
3350,psychology,2018.0,3.0,,,61.0
4389,computer science,2018.0,3.0,,,9.0
2199,engineering,2019.0,3.0,,,51.0
6039,computer science,2017.0,3.0,,,51.0
9357,computer science,2015.0,3.0,,,253.0
9844,computer science,2014.0,2.0,,,87.0
10199,computer science,2014.0,2.0,,,
10340,telecommunications,2014.0,2.0,,1.0,3.0
9160,engineering,2015.0,3.0,,,
7920,computer science,2016.0,3.0,,,49.0
3970,computer science,2018.0,3.0,,,195.0
7548,computer science,2016.0,3.0,,,195.0
461,computer science,2019.0,3.0,,,65.0
434,computer science,2019.0,3.0,,,4.0
2867,multidisciplinary sciences,2018.0,3.0,,,21.0
1125,computer science,2019.0,3.0,,,
4839,computer science,2018.0,3.0,,,
4613,computer science,2018.0,3.0,,,9.0
5161,engineering,2017.0,3.0,,,87.0
4994,humanities,2018.0,3.0,,,331.0
4053,education & educational research,2018.0,3.0,,,43.0
497,communication,2019.0,3.0,,,292.0
7359,cultural studies,2016.0,3.0,,,
4582,communication,2018.0,3.0,,,
8928,linguistics,2015.0,3.0,,,
10728,psychology,2013.0,2.0,,,
11337,education & educational research,2012.0,2.0,,5.0,43.0
8406,education & educational research,2016.0,3.0,,,153.0
2904,education & educational research,2018.0,3.0,,,
11781,computer science,2010.0,2.0,,,
10750,education & educational research,2013.0,2.0,,,
11367,education,2012.0,2.0,,,
6778,hospitality,2017.0,3.0,,,
8344,political science,2016.0,3.0,,,
11001,linguistics,2013.0,2.0,,,
9470,communication,2015.0,3.0,,,80.0
6600,language & linguistics,2017.0,3.0,,,
1220,education & educational research,2019.0,3.0,,,281.0
10382,nursing,2014.0,2.0,,,4.0
10226,economics,2014.0,2.0,,5.0,43.0
10754,psychology,2013.0,2.0,,5.0,43.0
11305,education & educational research,2012.0,2.0,,5.0,43.0
11404,computer science,2012.0,2.0,,,
5364,computer science,2017.0,3.0,,,111.0
11360,computer science,2012.0,2.0,,2.0,4.0
11389,computer science,2012.0,2.0,,2.0,4.0
7294,education & educational research,2016.0,3.0,,,
10004,education & educational research,2014.0,2.0,,,153.0
10186,environmental sciences,2014.0,2.0,,,
9103,communication,2015.0,3.0,,,93.0
4964,education & educational research,2018.0,3.0,,,
1747,education & educational research,2019.0,3.0,,,
2822,computer science,2019.0,3.0,,,
9594,computer science,2015.0,3.0,,,
7821,multidisciplinary sciences,2016.0,3.0,,,46.0
1387,computer science,2019.0,3.0,,,
11447,geography,2011.0,2.0,,1.0,25.0
9141,multidisciplinary sciences,2015.0,3.0,,,14.0
3264,geography,2018.0,3.0,,,36.0
1654,geography,2019.0,3.0,,,192.0
8696,multidisciplinary sciences,2015.0,3.0,,,27.0
8287,computer science,2016.0,3.0,,,5.0
4634,geography,2018.0,3.0,,,102.0
492,computer science,2019.0,3.0,,,14.0
3005,environmental sciences,2018.0,3.0,,,14.0
1634,geography,2019.0,3.0,,,14.0
2979,linguistics,2018.0,3.0,,,238.0
3009,communication,2018.0,3.0,,,
4489,computer science,2018.0,3.0,,,238.0
5191,green & sustainable science & technology,2017.0,3.0,,,14.0
1957,chemistry,2019.0,3.0,,,83.0
2103,computer science,2019.0,3.0,,,
1723,computer science,2019.0,3.0,,,14.0
6449,medicine,2017.0,3.0,,,42.0
1902,business,2019.0,3.0,,,1.0
4133,health care sciences & services,2018.0,3.0,,,68.0
7967,economics,2016.0,3.0,,,
1466,physics,2019.0,3.0,,,18.0
2967,automation & control systems,2018.0,3.0,,,69.0
992,computer science,,,,,
2589,computer science,2019.0,3.0,,,20.0
1575,computer science,2019.0,3.0,,,
759,education & educational research,2020.0,4.0,,,
8633,computer science,2015.0,3.0,,,126.0
10643,computer science,2013.0,2.0,,1.0,24.0
3783,ecology,2018.0,3.0,,,28.0
5233,communication,2017.0,3.0,,,119.0
8248,"public, environmental & occupational health",2016.0,3.0,,,23.0
1592,education,2019.0,3.0,,,34.0
2787,engineering,2019.0,3.0,,,87.0
6072,physics,2017.0,3.0,,,91.0
2821,computer science,2019.0,3.0,,,
5944,computer science,2017.0,3.0,,,44.0
10475,computer science,2014.0,2.0,,,115.0
8206,computer science,2016.0,3.0,,,5.0
10531,computer science,2013.0,2.0,,,107.0
3956,computer science,2018.0,3.0,,,38.0
2353,computer science,2019.0,3.0,,,24.0
7907,computer science,2016.0,3.0,,,3.0
10572,computer science,2013.0,2.0,,1.0,5.0
910,engineering,2019.0,3.0,,,10.0
4729,communication,2018.0,3.0,,,148.0
6720,communication,2017.0,3.0,,,76.0
8601,communication,2015.0,3.0,,,
7663,linguistics,2016.0,3.0,,,191.0
1183,communication,2019.0,3.0,,,191.0
2820,communication,2019.0,3.0,,,80.0
2769,communication,2019.0,3.0,,,7.0
5482,communication,2017.0,3.0,,,7.0
9430,communication,2015.0,3.0,,,41.0
3633,language & linguistics,2018.0,3.0,,,76.0
2671,linguistics,2019.0,3.0,,,76.0
8407,linguistics,2016.0,3.0,,,41.0
4589,education & educational research,2018.0,3.0,,,76.0
9573,linguistics,2015.0,3.0,,,148.0
5885,linguistics,2017.0,3.0,,,41.0
4710,education & educational research,2018.0,3.0,,,96.0
6640,linguistics,2017.0,3.0,,,76.0
7954,communication,2016.0,3.0,,,
7913,social sciences,2016.0,3.0,,,40.0
5205,communication,2017.0,3.0,,,
8893,communication,2015.0,3.0,,,148.0
4126,communication,2018.0,3.0,,,41.0
1874,communication,2019.0,3.0,,,40.0
2356,political science,2019.0,3.0,,,
732,communication,2019.0,3.0,,,7.0
976,communication,,,,,7.0
3915,communication,2018.0,3.0,,,7.0
5037,communication,2018.0,3.0,,,164.0
4065,communication,2018.0,3.0,,,41.0
1198,computer science,2019.0,3.0,,,41.0
2329,linguistics,2019.0,3.0,,,41.0
796,communication,,,,,227.0
1995,communication,2019.0,3.0,,,79.0
4578,psychology,2018.0,3.0,,,
2313,dermatology,2019.0,3.0,,,
11640,substance abuse,2011.0,2.0,,4.0,149.0
2135,health care sciences & services,2019.0,3.0,,,8.0
3270,computer science,2018.0,3.0,,,31.0
3664,computer science,2018.0,3.0,,,25.0
3718,computer science,2018.0,3.0,,,25.0
4167,"public, environmental & occupational health",2018.0,3.0,,,8.0
5585,computer science,2017.0,3.0,,,6.0
6700,computer science,2017.0,3.0,,,3.0
6723,statistics & probability,2017.0,3.0,,,6.0
7601,multidisciplinary sciences,2016.0,3.0,,,2.0
8979,multidisciplinary sciences,2015.0,3.0,,,24.0
9918,multidisciplinary sciences,2014.0,2.0,,3.0,10.0
9823,health care sciences & services,2014.0,2.0,,,8.0
3962,nutrition & dietetics,2018.0,3.0,,,
1542,computer science,2019.0,3.0,,,241.0
3782,humanities,2018.0,3.0,,,
6758,linguistics,2017.0,3.0,,,69.0
8463,medicine,2016.0,3.0,,,
263,computer science,,,,,103.0
11723,mathematics,2010.0,2.0,,,
11693,mathematics,2010.0,2.0,,,
7054,social sciences,2016.0,3.0,,,21.0
5681,psychology,2017.0,3.0,,,81.0
2046,environmental sciences,2019.0,3.0,,,
8481,social sciences,2016.0,3.0,,,42.0
2198,medicine,2019.0,3.0,,,
3833,business,2018.0,3.0,,,8.0
1307,"public, environmental & occupational health",2019.0,3.0,,,23.0
5712,multidisciplinary sciences,2017.0,3.0,,,
798,health care sciences & services,2019.0,3.0,,,23.0
1205,health care sciences & services,2019.0,3.0,,,23.0
4077,substance abuse,2018.0,3.0,,,250.0
1736,psychiatry,2019.0,3.0,,,
260,substance abuse,2019.0,3.0,,,
10211,computer science,2014.0,2.0,,1.0,6.0
10799,computer science,2013.0,2.0,,1.0,3.0
9806,computer science,2014.0,2.0,,1.0,5.0
9400,computer science,2015.0,3.0,,,5.0
10894,physics,2013.0,2.0,,1.0,49.0
8841,computer science,2015.0,3.0,,,3.0
583,management,2019.0,3.0,,,18.0
2626,business,2019.0,3.0,,,1.0
4226,engineering,2018.0,3.0,,,1.0
10138,computer science,2014.0,2.0,,1.0,2.0
10625,information science & library science,2013.0,2.0,,,29.0
4393,computer science,2018.0,3.0,,,51.0
8138,engineering,2016.0,3.0,,,3.0
7232,computer science,2016.0,3.0,,,4.0
5366,computer science,2017.0,3.0,,,2.0
10636,computer science,2013.0,2.0,,1.0,3.0
879,information science & library science,2019.0,3.0,,,31.0
3368,computer science,2018.0,3.0,,,31.0
10504,computer science,2014.0,2.0,,1.0,2.0
4328,computer science,2018.0,3.0,,,
8317,humanities,2016.0,3.0,,,
5874,computer science,2017.0,3.0,,,
8190,computer science,2016.0,3.0,,,5.0
1141,computer science,2019.0,3.0,,,2.0
5989,computer science,2017.0,3.0,,,2.0
5929,"public, environmental & occupational health",2017.0,3.0,,,1.0
6797,engineering,2017.0,3.0,,,37.0
3416,history & philosophy of science,2018.0,3.0,,,100.0
6381,multidisciplinary sciences,2017.0,3.0,,,139.0
3402,computer science,2018.0,3.0,,,18.0
5324,computer science,2017.0,3.0,,,18.0
5644,computer science,2017.0,3.0,,,18.0
1938,communication,2019.0,3.0,,,8.0
4113,health care sciences & services,2018.0,3.0,,,8.0
1295,information science & library science,2019.0,3.0,,,29.0
1079,computer science,2019.0,3.0,,,
1593,computer science,2019.0,3.0,,,
1386,computer science,2019.0,3.0,,,2.0
2824,computer science,2019.0,3.0,,,207.0
5405,business,2017.0,3.0,,,18.0
4484,operations research & management science,2018.0,3.0,,,1.0
512,acoustics,2019.0,3.0,,,2.0
4786,business,2018.0,3.0,,,
5338,education & educational research,2017.0,3.0,,,
2060,computer science,2019.0,3.0,,,207.0
5240,obstetrics & gynecology,2017.0,3.0,,,
5261,obstetrics & gynecology,2017.0,3.0,,,
1532,immunology,2019.0,3.0,,,8.0
7713,geosciences,2016.0,3.0,,,
7389,multidisciplinary sciences,2016.0,3.0,,,28.0
2072,psychology,2019.0,3.0,,,24.0
4325,computer science,2018.0,3.0,,,58.0
7819,physics,2016.0,3.0,,,18.0
7266,communication,2016.0,3.0,,,
11790,education & educational research,2010.0,2.0,,,209.0
7647,transportation science & technology,2016.0,3.0,,,14.0
9625,orthopedics,2015.0,3.0,,,217.0
447,psychology,2019.0,3.0,,,78.0
1989,political science,2019.0,3.0,,,7.0
4311,political science,2018.0,3.0,,,7.0
4923,linguistics,2018.0,3.0,,,78.0
1176,communication,2020.0,4.0,,,33.0
3040,multidisciplinary sciences,2018.0,3.0,,,6.0
5244,communication,2017.0,3.0,,,7.0
6736,computer science,2017.0,3.0,,,7.0
1193,computer science,,,,,63.0
2442,psychology,2019.0,3.0,,,32.0
9209,communication,2015.0,3.0,,,39.0
5565,psychology,2017.0,3.0,,,4.0
11260,communication,2012.0,2.0,,2.0,4.0
11216,business,2012.0,2.0,,1.0,9.0
9307,business,2015.0,3.0,,,132.0
6627,area studies,2017.0,3.0,,,22.0
9689,communication,2015.0,3.0,,,22.0
10515,physics,2013.0,2.0,,1.0,9.0
9237,hospitality,2015.0,3.0,,,1.0
832,business,2019.0,3.0,,,
2506,social work,2019.0,3.0,,,17.0
7604,communication,2016.0,3.0,,,22.0
4849,communication,2018.0,3.0,,,84.0
5346,geography,2017.0,3.0,,,
2221,communication,2019.0,3.0,,,
10965,computer science,2013.0,2.0,,,
1424,criminology & penology,2019.0,3.0,,,14.0
7530,computer science,2016.0,3.0,,,
7056,marine & freshwater biology,2016.0,3.0,,,
10220,computer science,2014.0,2.0,,1.0,53.0
4156,computer science,2018.0,3.0,,,89.0
460,computer science,2019.0,3.0,,,
9951,computer science,2014.0,2.0,,3.0,5.0
11268,computer science,2012.0,2.0,,1.0,2.0
10310,social sciences,2014.0,2.0,,6.0,141.0
6741,information science & library science,2017.0,3.0,,,86.0
1640,computer science,2019.0,3.0,,,
934,mathematical & computational biology,2019.0,3.0,,,2.0
10929,computer science,2013.0,2.0,,,
9070,computer science,2015.0,3.0,,,37.0
7872,computer science,2016.0,3.0,,,36.0
9950,computer science,2014.0,2.0,,1.0,5.0
5490,mathematical & computational biology,2017.0,3.0,,,139.0
2152,business,2019.0,3.0,,,
8388,engineering,2016.0,3.0,,,6.0
8391,computer science,2016.0,3.0,,,
2963,computer science,2018.0,3.0,,,20.0
4699,computer science,2018.0,3.0,,,20.0
2724,computer science,2019.0,3.0,,,36.0
5311,computer science,2017.0,3.0,,,3.0
6850,computer science,2017.0,3.0,,,5.0
3166,computer science,2018.0,3.0,,,3.0
2271,computer science,2019.0,3.0,,,5.0
2621,remote sensing,2019.0,3.0,,,28.0
7419,green & sustainable science & technology,2016.0,3.0,,,27.0
2577,computer science,2019.0,3.0,,,3.0
8446,computer science,2016.0,3.0,,,6.0
5577,computer science,2017.0,3.0,,,103.0
9647,engineering,2015.0,3.0,,,3.0
6894,computer science,2017.0,3.0,,,3.0
5487,geography,2017.0,3.0,,,5.0
6202,computer science,2017.0,3.0,,,
7828,computer science,2016.0,3.0,,,52.0
5622,computer science,2017.0,3.0,,,9.0
993,multidisciplinary sciences,2019.0,3.0,,,11.0
2866,multidisciplinary sciences,2018.0,3.0,,,18.0
2038,computer science,2019.0,3.0,,,18.0
1962,computer science,2019.0,3.0,,,5.0
4711,computer science,2018.0,3.0,,,3.0
2378,computer science,2019.0,3.0,,,5.0
4549,computer science,2018.0,3.0,,,2.0
5088,information science & library science,2018.0,3.0,,,25.0
1069,psychiatry,2019.0,3.0,,,61.0
7611,urology & nephrology,2016.0,3.0,,,16.0
778,anesthesiology,2019.0,3.0,,,45.0
8671,urology & nephrology,2015.0,3.0,,,45.0
9240,immunology,2015.0,3.0,,,8.0
9280,urology & nephrology,2015.0,3.0,,,45.0
2345,urology & nephrology,2019.0,3.0,,,45.0
2344,urology & nephrology,2019.0,3.0,,,45.0
3283,urology & nephrology,2018.0,3.0,,,45.0
9199,"public, environmental & occupational health",2015.0,3.0,,,270.0
4385,urban studies,2018.0,3.0,,,252.0
6663,communication,2017.0,3.0,,,
7795,cultural studies,2016.0,3.0,,,
9707,communication,2015.0,3.0,,,188.0
9796,music,2015.0,3.0,,,
3505,agricultural economics & policy,2018.0,3.0,,,3.0
1028,humanities,2019.0,3.0,,,7.0
9367,economics,2015.0,3.0,,,
10733,multidisciplinary sciences,2013.0,2.0,,,
6950,computer science,2017.0,3.0,,,
4404,computer science,2018.0,3.0,,,87.0
2711,computer science,2019.0,3.0,,,197.0
3097,agriculture,2018.0,3.0,,,
262,computer science,,,,,11.0
3031,computer science,2018.0,3.0,,,9.0
3063,computer science,2018.0,3.0,,,20.0
1817,computer science,2019.0,3.0,,,91.0
2216,computer science,2019.0,3.0,,,
3030,computer science,2018.0,3.0,,,
5023,computer science,2018.0,3.0,,,
1408,computer science,2019.0,3.0,,,126.0
1839,automation & control systems,2019.0,3.0,,,126.0
3079,computer science,2018.0,3.0,,,91.0
1212,biodiversity conservation,2019.0,3.0,,,149.0
1770,psychiatry,2019.0,3.0,,,19.0
11233,communication,2012.0,2.0,,,
2634,communication,2019.0,3.0,,,
4185,communication,2018.0,3.0,,,64.0
11161,geography,2012.0,2.0,,,249.0
2633,education & educational research,2019.0,3.0,,,
2792,geography,2019.0,3.0,,,22.0
6401,geography,2017.0,3.0,,,108.0
6403,geography,2017.0,3.0,,,108.0
8460,geochemistry & geophysics,2016.0,3.0,,,10.0
637,communication,2019.0,3.0,,,
2863,obstetrics & gynecology,2018.0,3.0,,,
7145,oncology,2016.0,3.0,,,16.0
7199,gastroenterology & hepatology,2016.0,3.0,,,16.0
7716,gastroenterology & hepatology,2016.0,3.0,,,16.0
1768,computer science,2019.0,3.0,,,29.0
6511,information science & library science,2017.0,3.0,,,29.0
427,public administration,2019.0,3.0,,,
2797,communication,2019.0,3.0,,,256.0
2405,information science & library science,2019.0,3.0,,,29.0
4859,information science & library science,2018.0,3.0,,,
5831,information science & library science,2017.0,3.0,,,29.0
8116,criminology & penology,2016.0,3.0,,,29.0
696,social sciences,2019.0,3.0,,,
1511,"public, environmental & occupational health",2019.0,3.0,,,
3517,health care sciences & services,2018.0,3.0,,,8.0
3876,computer science,2018.0,3.0,,,29.0
4941,communication,2018.0,3.0,,,7.0
9108,information science & library science,2015.0,3.0,,,29.0
2825,ergonomics,2019.0,3.0,,,33.0
3015,computer science,2018.0,3.0,,,71.0
10371,communication,2014.0,2.0,,,162.0
9490,law,2015.0,3.0,,,
9748,communication,2015.0,3.0,,,7.0
17,communication,2020.0,4.0,,,
4822,international relations,2018.0,3.0,,,
379,area studies,2019.0,3.0,,,29.0
3087,communication,2018.0,3.0,,,48.0
4708,education & educational research,2018.0,3.0,,,
810,computer science,,,,,30.0
1566,hospitality,2019.0,3.0,,,162.0
4797,international relations,2018.0,3.0,,,162.0
8816,sociology,2015.0,3.0,,,22.0
7665,social sciences,2016.0,3.0,,,
716,communication,2019.0,3.0,,,33.0
2330,communication,2019.0,3.0,,,71.0
100,green & sustainable science & technology,2019.0,3.0,,,9.0
1455,cultural studies,2019.0,3.0,,,17.0
3906,social sciences,2018.0,3.0,,,225.0
6352,communication,2017.0,3.0,,,7.0
7882,automation & control systems,2016.0,3.0,,,3.0
8572,medicine,2015.0,3.0,,,19.0
7226,oncology,2016.0,3.0,,,16.0
3065,health care sciences & services,2018.0,3.0,,,144.0
11135,computer science,2012.0,2.0,,1.0,147.0
6230,education & educational research,2017.0,3.0,,,43.0
2631,language & linguistics,2019.0,3.0,,,208.0
3071,computer science,2018.0,3.0,,,
8345,political science,2016.0,3.0,,,
553,education & educational research,,,,,
2625,linguistics,2019.0,3.0,,,153.0
4826,education & educational research,2018.0,3.0,,,307.0
7327,education,2016.0,3.0,,,138.0
9417,rehabilitation,2015.0,3.0,,,27.0
7291,education & educational research,2016.0,3.0,,,
10107,education & educational research,2014.0,2.0,,,322.0
3351,education & educational research,2018.0,3.0,,,43.0
3710,education & educational research,2018.0,3.0,,,
5151,computer science,2018.0,3.0,,,
6621,education & educational research,2017.0,3.0,,,43.0
10792,information science & library science,2013.0,2.0,,,
7517,computer science,2016.0,3.0,,,2.0
8891,geosciences,2015.0,3.0,,,
